gene	go_function	is_correct	hyper-geometric p_value	pattern id	recurrence	dataset id list	connectivity	cluster_size	unknown_ratio	avg_degree	network_topo_score	network neighbors	network topology (edge_set)
COL1A1	sensory perception	1	6.31427296435e-05	23667	5.0	[3, 13, 21, 34, 59]	0.7	5	0.2	2.8	1.33680555556	['COL1A1', 'COL1A2', 'EFEMP1', 'LUM', 'PDGFRL']	[['COL1A1', 'COL1A2'], ['COL1A1', 'LUM'], ['COL1A2', 'LUM'], ['COL1A2', 'PDGFRL'], ['EFEMP1', 'LUM'], ['EFEMP1', 'PDGFRL'], ['LUM', 'PDGFRL']]
COL1A2	sensory perception	1	3.03564906903e-07	23480	5.0	[13, 17, 21, 34, 39]	0.8	5	0.0	3.2	1.50231481481	['COL1A2', 'FBN1', 'EFEMP1', 'LUM', 'TGFBI']	[['COL1A2', 'FBN1'], ['COL1A2', 'LUM'], ['COL1A2', 'TGFBI'], ['FBN1', 'EFEMP1'], ['FBN1', 'LUM'], ['FBN1', 'TGFBI'], ['EFEMP1', 'LUM'], ['LUM', 'TGFBI']]
COL6A2	cell adhesion	1	2.26564375649e-05	18229	5.0	[3, 21, 59, 60, 61]	0.4	6	0.0	2.0	1.38888888889	['COL6A1', 'COL6A2', 'COL6A3', 'COL15A1', 'CSPG2', 'FBN1']	[['COL6A1', 'COL6A2'], ['COL6A1', 'CSPG2'], ['COL6A3', 'COL15A1'], ['COL6A3', 'CSPG2'], ['COL6A3', 'FBN1'], ['CSPG2', 'FBN1']]
COL6A3	cell adhesion	1	9.90008172929e-05	402	8.0	[3, 13, 17, 31, 39, 59, 61, 62]	1.0	4	0.0	3.0	1.46296296296	['CDH11', 'COL6A3', 'CSPG2', 'POSTN']	[['CDH11', 'COL6A3'], ['CDH11', 'CSPG2'], ['CDH11', 'POSTN'], ['COL6A3', 'CSPG2'], ['COL6A3', 'POSTN'], ['CSPG2', 'POSTN']]
COPB	regulation of transcription from Pol II promoter	0	0.00660395473052	16475	6.0	[9, 13, 15, 18, 22, 36]	0.4	6	0.166666666667	2.0	1.21875	['COPB', 'HMGB2', 'NDUFA5', 'TCF12', 'DEK', 'PSIP1']	[['COPB', 'TCF12'], ['COPB', 'DEK'], ['HMGB2', 'DEK'], ['HMGB2', 'PSIP1'], ['NDUFA5', 'DEK'], ['DEK', 'PSIP1']]
COPB	intracellular protein transport	1	1.94145485977e-05	7522	5.0	[19, 22, 41, 44, 53]	1.0	4	0.0	3.0	1.46296296296	['COPB', 'COPB2', 'SEC23A', 'ACBD3']	[['COPB', 'COPB2'], ['COPB', 'SEC23A'], ['COPB', 'ACBD3'], ['COPB2', 'SEC23A'], ['COPB2', 'ACBD3'], ['SEC23A', 'ACBD3']]
COPB	vesicle-mediated transport	1	2.47309808538e-07	75435	6.0	[22, 25, 44, 50, 53, 60]	0.7	5	0.0	2.8	1.48302469136	['ARCN1', 'COPB', 'RAB5A', 'COPB2', 'ENTH']	[['ARCN1', 'COPB'], ['ARCN1', 'COPB2'], ['ARCN1', 'ENTH'], ['COPB', 'COPB2'], ['COPB', 'ENTH'], ['RAB5A', 'ENTH'], ['COPB2', 'ENTH']]
COX5B	electron transport	1	1.9539899003e-07	18730	7.0	[2, 17, 22, 41, 43, 49, 60]	0.6	5	0.0	2.4	1.50694444444	['COX5B', 'COX6B1', 'COX7B', 'NDUFB3', 'UQCR']	[['COX5B', 'COX7B'], ['COX5B', 'UQCR'], ['COX6B1', 'COX7B'], ['COX6B1', 'UQCR'], ['COX7B', 'NDUFB3'], ['COX7B', 'UQCR']]
COX5B	protein biosynthesis	0	3.39346389529e-30	92225	6.0	[18, 19, 20, 21, 22, 60]	0.550724637681	24	0.0	12.6666666667	1.63655615755	['COX5B', 'FAU', 'RPL9', 'RPL11', 'RPL18', 'RPL22', 'RPL23A', 'RPL27A', 'RPL29', 'RPL32', 'RPL34', 'RPS2', 'RPS3A', 'RPS5', 'RPS6', 'RPS10', 'RPS13', 'RPS16', 'RPS20', 'RPS23', 'RPS24', 'RPS27', 'RPS28', 'RPL23']	[['COX5B', 'FAU'], ['COX5B', 'RPL18'], ['COX5B', 'RPL23A'], ['FAU', 'RPL9'], ['FAU', 'RPL18'], ['FAU', 'RPL23A'], ['FAU', 'RPL29'], ['FAU', 'RPL32'], ['FAU', 'RPS2'], ['FAU', 'RPS3A'], ['FAU', 'RPS5'], ['FAU', 'RPS6'], ['FAU', 'RPS10'], ['FAU', 'RPS13'], ['FAU', 'RPS16'], ['FAU', 'RPS23'], ['FAU', 'RPS24'], ['FAU', 'RPS27'], ['FAU', 'RPL23'], ['RPL9', 'RPL34'], ['RPL9', 'RPS3A'], ['RPL9', 'RPS5'], ['RPL9', 'RPS10'], ['RPL9', 'RPS13'], ['RPL9', 'RPS23'], ['RPL9', 'RPS27'], ['RPL9', 'RPL23'], ['RPL11', 'RPL23A'], ['RPL11', 'RPL29'], ['RPL11', 'RPL32'], ['RPL11', 'RPS3A'], ['RPL11', 'RPS5'], ['RPL11', 'RPS10'], ['RPL11', 'RPS13'], ['RPL11', 'RPS16'], ['RPL11', 'RPS23'], ['RPL11', 'RPS24'], ['RPL11', 'RPS27'], ['RPL11', 'RPL23'], ['RPL18', 'RPL23A'], ['RPL18', 'RPL27A'], ['RPL18', 'RPL29'], ['RPL18', 'RPL32'], ['RPL18', 'RPL34'], ['RPL18', 'RPS2'], ['RPL18', 'RPS3A'], ['RPL18', 'RPS5'], ['RPL18', 'RPS6'], ['RPL18', 'RPS10'], ['RPL18', 'RPS16'], ['RPL18', 'RPS23'], ['RPL18', 'RPS27'], ['RPL18', 'RPS28'], ['RPL22', 'RPL34'], ['RPL22', 'RPS3A'], ['RPL23A', 'RPL27A'], ['RPL23A', 'RPL29'], ['RPL23A', 'RPL32'], ['RPL23A', 'RPL34'], ['RPL23A', 'RPS2'], ['RPL23A', 'RPS3A'], ['RPL23A', 'RPS5'], ['RPL23A', 'RPS10'], ['RPL23A', 'RPS13'], ['RPL23A', 'RPS16'], ['RPL23A', 'RPS23'], ['RPL23A', 'RPS24'], ['RPL23A', 'RPS27'], ['RPL23A', 'RPS28'], ['RPL23A', 'RPL23'], ['RPL27A', 'RPL29'], ['RPL27A', 'RPL32'], ['RPL27A', 'RPL34'], ['RPL27A', 'RPS3A'], ['RPL27A', 'RPS5'], ['RPL27A', 'RPS10'], ['RPL27A', 'RPS13'], ['RPL27A', 'RPS20'], ['RPL27A', 'RPS28'], ['RPL29', 'RPL32'], ['RPL29', 'RPL34'], ['RPL29', 'RPS3A'], ['RPL29', 'RPS5'], ['RPL29', 'RPS10'], ['RPL29', 'RPS13'], ['RPL29', 'RPS16'], ['RPL29', 'RPS20'], ['RPL29', 'RPS24'], ['RPL29', 'RPS27'], ['RPL29', 'RPS28'], ['RPL32', 'RPS2'], ['RPL32', 'RPS3A'], ['RPL32', 'RPS10'], ['RPL32', 'RPS16'], ['RPL32', 'RPS23'], ['RPL32', 'RPS27'], ['RPL34', 'RPS3A'], ['RPL34', 'RPS6'], ['RPL34', 'RPS10'], ['RPL34', 'RPS13'], ['RPL34', 'RPS20'], ['RPL34', 'RPS23'], ['RPL34', 'RPS24'], ['RPL34', 'RPS27'], ['RPL34', 'RPS28'], ['RPL34', 'RPL23'], ['RPS2', 'RPS5'], ['RPS2', 'RPS10'], ['RPS2', 'RPS16'], ['RPS2', 'RPS23'], ['RPS2', 'RPS27'], ['RPS3A', 'RPS5'], ['RPS3A', 'RPS10'], ['RPS3A', 'RPS13'], ['RPS3A', 'RPS16'], ['RPS3A', 'RPS23'], ['RPS3A', 'RPS24'], ['RPS3A', 'RPS27'], ['RPS3A', 'RPL23'], ['RPS5', 'RPS6'], ['RPS5', 'RPS10'], ['RPS5', 'RPS13'], ['RPS5', 'RPS16'], ['RPS5', 'RPS23'], ['RPS5', 'RPS24'], ['RPS5', 'RPS27'], ['RPS5', 'RPS28'], ['RPS6', 'RPS13'], ['RPS10', 'RPS13'], ['RPS10', 'RPS16'], ['RPS10', 'RPS20'], ['RPS10', 'RPS23'], ['RPS10', 'RPS24'], ['RPS10', 'RPS27'], ['RPS10', 'RPS28'], ['RPS10', 'RPL23'], ['RPS13', 'RPS16'], ['RPS13', 'RPS23'], ['RPS13', 'RPS24'], ['RPS13', 'RPS27'], ['RPS13', 'RPL23'], ['RPS16', 'RPS23'], ['RPS16', 'RPS24'], ['RPS16', 'RPS27'], ['RPS16', 'RPS28'], ['RPS16', 'RPL23'], ['RPS23', 'RPS24'], ['RPS23', 'RPS27'], ['RPS23', 'RPL23'], ['RPS24', 'RPS27'], ['RPS24', 'RPL23'], ['RPS27', 'RPL23']]
COX6A1	electron transport	1	1.15140235655e-06	18936	5.0	[3, 22, 43, 53, 60]	0.466666666667	6	0.0	2.33333333333	1.46354166667	['COX6A1', 'COX6B1', 'COX7B', 'COX7C', 'NDUFS4', 'PSMB7']	[['COX6A1', 'COX6B1'], ['COX6A1', 'COX7C'], ['COX6B1', 'COX7B'], ['COX6B1', 'COX7C'], ['COX6B1', 'PSMB7'], ['COX7B', 'COX7C'], ['COX7C', 'NDUFS4']]
COX6A1	protein biosynthesis	0	2.26160267059e-11	94119	5.0	[19, 20, 60, 62, 63]	0.560606060606	12	0.0	6.16666666667	1.60740740741	['COX6A1', 'RPL9', 'RPL29', 'RPL31', 'RPS3A', 'RPS13', 'RPS16', 'RPS19', 'RPS20', 'RPS23', 'RPL23', 'GNB2L1']	[['COX6A1', 'RPS16'], ['RPL9', 'RPL31'], ['RPL9', 'RPS3A'], ['RPL9', 'RPS13'], ['RPL9', 'RPS16'], ['RPL9', 'RPS20'], ['RPL9', 'RPS23'], ['RPL9', 'RPL23'], ['RPL29', 'RPS3A'], ['RPL29', 'RPS16'], ['RPL29', 'RPS19'], ['RPL29', 'RPS20'], ['RPL29', 'GNB2L1'], ['RPL31', 'RPS3A'], ['RPL31', 'RPS13'], ['RPL31', 'RPS16'], ['RPL31', 'RPS20'], ['RPL31', 'RPS23'], ['RPL31', 'RPL23'], ['RPS3A', 'RPS13'], ['RPS3A', 'RPS16'], ['RPS3A', 'RPS20'], ['RPS3A', 'RPS23'], ['RPS3A', 'RPL23'], ['RPS13', 'RPS16'], ['RPS13', 'RPS19'], ['RPS13', 'RPS20'], ['RPS13', 'RPS23'], ['RPS13', 'RPL23'], ['RPS16', 'RPS19'], ['RPS16', 'RPS20'], ['RPS16', 'RPS23'], ['RPS19', 'RPS20'], ['RPS19', 'RPS23'], ['RPS20', 'RPS23'], ['RPS20', 'RPL23'], ['RPS23', 'RPL23']]
COX6B1	electron transport	1	1.9539899003e-07	18730	7.0	[2, 17, 22, 41, 43, 49, 60]	0.6	5	0.0	2.4	1.50694444444	['COX5B', 'COX6B1', 'COX7B', 'NDUFB3', 'UQCR']	[['COX5B', 'COX7B'], ['COX5B', 'UQCR'], ['COX6B1', 'COX7B'], ['COX6B1', 'UQCR'], ['COX7B', 'NDUFB3'], ['COX7B', 'UQCR']]
COX7A2	electron transport	1	1.15140235655e-06	18921	5.0	[2, 3, 53, 60, 64]	0.466666666667	6	0.0	2.33333333333	1.46759259259	['COX6B1', 'COX7A2', 'COX7B', 'COX7C', 'NDUFB3', 'RPL34']	[['COX6B1', 'COX7A2'], ['COX6B1', 'COX7B'], ['COX6B1', 'COX7C'], ['COX7A2', 'COX7B'], ['COX7B', 'COX7C'], ['COX7C', 'NDUFB3'], ['COX7C', 'RPL34']]
COX7B	electron transport	1	1.15140235655e-06	18936	5.0	[3, 22, 43, 53, 60]	0.466666666667	6	0.0	2.33333333333	1.46354166667	['COX6A1', 'COX6B1', 'COX7B', 'COX7C', 'NDUFS4', 'PSMB7']	[['COX6A1', 'COX6B1'], ['COX6A1', 'COX7C'], ['COX6B1', 'COX7B'], ['COX6B1', 'COX7C'], ['COX6B1', 'PSMB7'], ['COX7B', 'COX7C'], ['COX7C', 'NDUFS4']]
COX7C	electron transport	1	9.05492753354e-06	18904	5.0	[17, 56, 60, 62, 63]	1.0	4	0.0	3.0	1.46296296296	['COX6C', 'COX7C', 'NDUFB5', 'UQCRB']	[['COX6C', 'COX7C'], ['COX6C', 'NDUFB5'], ['COX6C', 'UQCRB'], ['COX7C', 'NDUFB5'], ['COX7C', 'UQCRB'], ['NDUFB5', 'UQCRB']]
COX7C	protein biosynthesis	0	1.33566652896e-31	133951	5.0	[19, 20, 21, 60, 64]	0.483333333333	25	0.0	11.6	1.63888888889	['COX7C', 'FAU', 'NACA', 'RPL9', 'RPL11', 'RPL18', 'RPL27A', 'RPL28', 'RPL29', 'RPL31', 'RPL32', 'RPL34', 'RPS3A', 'RPS5', 'RPS6', 'RPS10', 'RPS13', 'RPS16', 'RPS19', 'RPS20', 'RPS23', 'RPS24', 'RPS27', 'RPL23', 'RPL35']	[['COX7C', 'RPS13'], ['FAU', 'RPL9'], ['FAU', 'RPL18'], ['FAU', 'RPL27A'], ['FAU', 'RPL29'], ['FAU', 'RPL32'], ['FAU', 'RPS5'], ['FAU', 'RPS6'], ['FAU', 'RPS10'], ['FAU', 'RPS13'], ['FAU', 'RPS16'], ['FAU', 'RPS19'], ['FAU', 'RPS23'], ['FAU', 'RPS24'], ['FAU', 'RPS27'], ['FAU', 'RPL23'], ['FAU', 'RPL35'], ['NACA', 'RPL31'], ['NACA', 'RPS6'], ['NACA', 'RPS13'], ['NACA', 'RPS23'], ['NACA', 'RPS27'], ['RPL9', 'RPL27A'], ['RPL9', 'RPL31'], ['RPL9', 'RPL34'], ['RPL9', 'RPS3A'], ['RPL9', 'RPS5'], ['RPL9', 'RPS6'], ['RPL9', 'RPS10'], ['RPL9', 'RPS20'], ['RPL9', 'RPS23'], ['RPL11', 'RPL29'], ['RPL11', 'RPL32'], ['RPL11', 'RPL34'], ['RPL11', 'RPS3A'], ['RPL11', 'RPS5'], ['RPL11', 'RPS13'], ['RPL11', 'RPS16'], ['RPL11', 'RPS20'], ['RPL11', 'RPS23'], ['RPL11', 'RPS24'], ['RPL11', 'RPS27'], ['RPL11', 'RPL23'], ['RPL18', 'RPL28'], ['RPL18', 'RPL29'], ['RPL18', 'RPS3A'], ['RPL18', 'RPS5'], ['RPL18', 'RPS10'], ['RPL18', 'RPS16'], ['RPL18', 'RPS19'], ['RPL27A', 'RPL29'], ['RPL27A', 'RPL32'], ['RPL27A', 'RPL34'], ['RPL27A', 'RPS5'], ['RPL27A', 'RPS6'], ['RPL27A', 'RPS10'], ['RPL27A', 'RPS13'], ['RPL27A', 'RPS20'], ['RPL27A', 'RPS23'], ['RPL27A', 'RPL35'], ['RPL28', 'RPL29'], ['RPL28', 'RPS5'], ['RPL28', 'RPS16'], ['RPL28', 'RPS19'], ['RPL29', 'RPL31'], ['RPL29', 'RPL32'], ['RPL29', 'RPL34'], ['RPL29', 'RPS3A'], ['RPL29', 'RPS5'], ['RPL29', 'RPS6'], ['RPL29', 'RPS10'], ['RPL29', 'RPS13'], ['RPL29', 'RPS16'], ['RPL29', 'RPS19'], ['RPL29', 'RPS20'], ['RPL29', 'RPS23'], ['RPL29', 'RPS24'], ['RPL29', 'RPS27'], ['RPL31', 'RPL32'], ['RPL31', 'RPL34'], ['RPL31', 'RPS3A'], ['RPL31', 'RPS13'], ['RPL31', 'RPS23'], ['RPL31', 'RPS27'], ['RPL31', 'RPL23'], ['RPL32', 'RPS10'], ['RPL32', 'RPS16'], ['RPL32', 'RPS23'], ['RPL32', 'RPS27'], ['RPL34', 'RPS3A'], ['RPL34', 'RPS6'], ['RPL34', 'RPS10'], ['RPL34', 'RPS13'], ['RPL34', 'RPS16'], ['RPL34', 'RPS20'], ['RPL34', 'RPS23'], ['RPL34', 'RPS24'], ['RPL34', 'RPS27'], ['RPL34', 'RPL23'], ['RPS3A', 'RPS5'], ['RPS3A', 'RPS6'], ['RPS3A', 'RPS10'], ['RPS3A', 'RPS13'], ['RPS3A', 'RPS16'], ['RPS3A', 'RPS23'], ['RPS3A', 'RPS24'], ['RPS3A', 'RPS27'], ['RPS3A', 'RPL23'], ['RPS5', 'RPS6'], ['RPS5', 'RPS10'], ['RPS5', 'RPS13'], ['RPS5', 'RPS16'], ['RPS5', 'RPS20'], ['RPS5', 'RPS23'], ['RPS5', 'RPS27'], ['RPS6', 'RPS13'], ['RPS6', 'RPS16'], ['RPS6', 'RPS23'], ['RPS10', 'RPS13'], ['RPS10', 'RPS16'], ['RPS10', 'RPS20'], ['RPS10', 'RPS23'], ['RPS10', 'RPS27'], ['RPS10', 'RPL23'], ['RPS13', 'RPS16'], ['RPS13', 'RPS20'], ['RPS13', 'RPS23'], ['RPS13', 'RPS24'], ['RPS13', 'RPS27'], ['RPS13', 'RPL23'], ['RPS16', 'RPS19'], ['RPS16', 'RPS20'], ['RPS16', 'RPS23'], ['RPS16', 'RPS27'], ['RPS16', 'RPL23'], ['RPS19', 'RPS27'], ['RPS20', 'RPS23'], ['RPS20', 'RPS24'], ['RPS20', 'RPS27'], ['RPS23', 'RPS24'], ['RPS23', 'RPS27'], ['RPS23', 'RPL23'], ['RPS24', 'RPS27'], ['RPS24', 'RPL23'], ['RPS27', 'RPL23']]
CPN1	proteolysis and peptidolysis	1	0.806565642731	132373	5.0	[20, 35, 39, 41, 45]	0.4	6	0.333333333333	2.0	1.10416666667	['CPA2', 'CPN1', 'DRD5', 'GGT1', 'ETNK2', 'GGTLA4']	[['CPA2', 'CPN1'], ['CPA2', 'DRD5'], ['DRD5', 'GGT1'], ['DRD5', 'ETNK2'], ['DRD5', 'GGTLA4'], ['GGT1', 'GGTLA4']]
CSF2RB	immune response	1	2.32097361686e-10	136034	5.0	[3, 10, 13, 17, 33]	0.5	9	0.0	4.0	1.60416666667	['CD53', 'CCR1', 'CSF2RB', 'HLA-DMA', 'HLA-DPB1', 'ITGB2', 'CCL18', 'TYROBP', 'IFI30']	[['CD53', 'CCR1'], ['CD53', 'CSF2RB'], ['CD53', 'HLA-DMA'], ['CD53', 'HLA-DPB1'], ['CD53', 'ITGB2'], ['CD53', 'CCL18'], ['CD53', 'TYROBP'], ['CD53', 'IFI30'], ['CCR1', 'TYROBP'], ['CCR1', 'IFI30'], ['HLA-DMA', 'HLA-DPB1'], ['HLA-DMA', 'TYROBP'], ['HLA-DMA', 'IFI30'], ['HLA-DPB1', 'ITGB2'], ['ITGB2', 'TYROBP'], ['ITGB2', 'IFI30'], ['CCL18', 'TYROBP'], ['TYROBP', 'IFI30']]
CSF2RB	regulation of apoptosis	0	0.00725915781694	35994	5.0	[3, 13, 15, 31, 55]	0.466666666667	6	0.166666666667	2.33333333333	1.12962962963	['BIRC2', 'BIRC3', 'BCL2A1', 'CSF2RB', 'LCP2', 'PRG1']	[['BIRC2', 'BIRC3'], ['BIRC3', 'LCP2'], ['BIRC3', 'PRG1'], ['BCL2A1', 'CSF2RB'], ['BCL2A1', 'LCP2'], ['BCL2A1', 'PRG1'], ['LCP2', 'PRG1']]
CSK	immune response	0	0.00112765656071	21846	5.0	[17, 31, 39, 51, 54]	0.392857142857	8	0.0	2.75	1.26041666667	['CSK', 'DOCK2', 'HLA-DPA1', 'HLA-DPB1', 'HLA-DQB1', 'ITGAL', 'SELPLG', 'FNBP1']	[['CSK', 'DOCK2'], ['CSK', 'ITGAL'], ['DOCK2', 'ITGAL'], ['DOCK2', 'SELPLG'], ['DOCK2', 'FNBP1'], ['HLA-DPA1', 'HLA-DPB1'], ['HLA-DPA1', 'HLA-DQB1'], ['HLA-DPA1', 'FNBP1'], ['HLA-DPB1', 'HLA-DQB1'], ['ITGAL', 'SELPLG'], ['ITGAL', 'FNBP1']]
CSNK2A1	protein amino acid phosphorylation	1	0.0405430779834	64540	7.0	[13, 18, 20, 22, 43, 48, 57]	0.4	6	0.166666666667	2.0	1.13194444444	['CSNK2A1', 'M11S1', 'PRKAR1A', 'RPS6KA3', 'G3BP2', 'MAPRE1']	[['CSNK2A1', 'PRKAR1A'], ['M11S1', 'PRKAR1A'], ['M11S1', 'RPS6KA3'], ['M11S1', 'MAPRE1'], ['PRKAR1A', 'G3BP2'], ['PRKAR1A', 'MAPRE1']]
CSPG2	cell adhesion	1	1.03901190606e-06	20529	6.0	[3, 13, 31, 59, 61, 62]	0.571428571429	7	0.0	3.42857142857	1.498125	['AEBP1', 'COL6A3', 'COL15A1', 'CSPG2', 'FBLN1', 'THBS2', 'POSTN']	[['AEBP1', 'COL6A3'], ['AEBP1', 'CSPG2'], ['AEBP1', 'FBLN1'], ['AEBP1', 'THBS2'], ['AEBP1', 'POSTN'], ['COL6A3', 'COL15A1'], ['COL6A3', 'CSPG2'], ['COL6A3', 'THBS2'], ['COL6A3', 'POSTN'], ['CSPG2', 'THBS2'], ['CSPG2', 'POSTN'], ['THBS2', 'POSTN']]
CSTA	immune response	-1	0.0239951681465	133329	5.0	[13, 18, 20, 31, 50]	0.392857142857	8	0.25	2.75	0.747395833333	['CD14', 'CSPG2', 'CSTA', 'PYGL', 'S100A8', 'S100A9', 'CD163', 'STAB1']	[['CD14', 'CSPG2'], ['CD14', 'CSTA'], ['CD14', 'CD163'], ['CD14', 'STAB1'], ['CSPG2', 'CD163'], ['CSPG2', 'STAB1'], ['CSTA', 'PYGL'], ['CSTA', 'S100A9'], ['CSTA', 'STAB1'], ['S100A8', 'S100A9'], ['CD163', 'STAB1']]
CSTA	response to pest, pathogen or parasite	-1	0.00315970218909	133655	5.0	[20, 21, 31, 35, 50]	0.269230769231	13	0.153846153846	3.23076923077	0.558217592593	['ANXA5', 'C5R1', 'CASP1', 'CD14', 'CSTA', 'HLA-DMA', 'HLA-DRA', 'HLA-DRB1', 'IFNGR2', 'S100A11', 'TGFBI', 'STAB1', 'LY96']	[['ANXA5', 'S100A11'], ['ANXA5', 'TGFBI'], ['C5R1', 'CD14'], ['C5R1', 'TGFBI'], ['CASP1', 'CD14'], ['CD14', 'CSTA'], ['CD14', 'HLA-DMA'], ['CD14', 'IFNGR2'], ['CD14', 'TGFBI'], ['CD14', 'STAB1'], ['CD14', 'LY96'], ['CSTA', 'S100A11'], ['CSTA', 'STAB1'], ['HLA-DMA', 'HLA-DRA'], ['HLA-DMA', 'HLA-DRB1'], ['HLA-DRA', 'HLA-DRB1'], ['S100A11', 'TGFBI'], ['S100A11', 'STAB1'], ['S100A11', 'LY96'], ['TGFBI', 'STAB1'], ['TGFBI', 'LY96']]
CSTB	immune response	-1	1.68172913419e-07	33934	6.0	[3, 17, 55, 57, 60, 61]	0.311111111111	10	0.1	2.8	1.41666666667	['C1QB', 'CSTB', 'FCER1G', 'GBP1', 'CXCL10', 'IRF1', 'CXCL9', 'PSME2', 'STAT1', 'IFI30']	[['C1QB', 'FCER1G'], ['C1QB', 'GBP1'], ['CSTB', 'IFI30'], ['FCER1G', 'IFI30'], ['GBP1', 'CXCL10'], ['GBP1', 'IRF1'], ['GBP1', 'CXCL9'], ['GBP1', 'STAT1'], ['CXCL10', 'CXCL9'], ['CXCL10', 'STAT1'], ['IRF1', 'PSME2'], ['IRF1', 'STAT1'], ['CXCL9', 'STAT1'], ['PSME2', 'STAT1']]
CTGF	cell adhesion	1	2.26564375649e-05	33211	6.0	[3, 11, 13, 39, 60, 61]	0.466666666667	6	0.166666666667	2.33333333333	1.4212962963	['CDH5', 'CTGF', 'CYR61', 'CXCL12', 'SPARCL1', 'AOC3']	[['CDH5', 'SPARCL1'], ['CDH5', 'AOC3'], ['CTGF', 'CYR61'], ['CTGF', 'CXCL12'], ['CYR61', 'CXCL12'], ['CXCL12', 'AOC3'], ['SPARCL1', 'AOC3']]
CTSK	proteolysis and peptidolysis	1	0.0153510976909	59761	5.0	[3, 13, 59, 61, 62]	0.688888888889	10	0.1	6.2	0.690840406379	['C1S', 'COL1A2', 'COL6A3', 'CTSK', 'FAP', 'FBN1', 'FN1', 'MMP2', 'PDGFRL', 'TGFBI']	[['C1S', 'COL1A2'], ['C1S', 'COL6A3'], ['C1S', 'CTSK'], ['C1S', 'FBN1'], ['C1S', 'MMP2'], ['C1S', 'PDGFRL'], ['COL1A2', 'COL6A3'], ['COL1A2', 'CTSK'], ['COL1A2', 'FAP'], ['COL1A2', 'FBN1'], ['COL1A2', 'FN1'], ['COL1A2', 'MMP2'], ['COL1A2', 'PDGFRL'], ['COL6A3', 'CTSK'], ['COL6A3', 'FAP'], ['COL6A3', 'FBN1'], ['COL6A3', 'FN1'], ['COL6A3', 'MMP2'], ['COL6A3', 'PDGFRL'], ['COL6A3', 'TGFBI'], ['CTSK', 'FAP'], ['CTSK', 'FBN1'], ['CTSK', 'MMP2'], ['FAP', 'FBN1'], ['FAP', 'MMP2'], ['FBN1', 'FN1'], ['FBN1', 'MMP2'], ['FBN1', 'PDGFRL'], ['FBN1', 'TGFBI'], ['MMP2', 'PDGFRL'], ['MMP2', 'TGFBI']]
CTSK	immune response	0	2.20403805271e-09	30148	5.0	[3, 13, 17, 31, 39]	0.4	10	0.0	3.6	1.50308641975	['SERPING1', 'C1S', 'C3AR1', 'CTSK', 'FN1', 'HLA-DMA', 'HLA-DMB', 'HLA-DRA', 'HLA-DRB5', 'PLA2G7']	[['SERPING1', 'C1S'], ['SERPING1', 'CTSK'], ['SERPING1', 'FN1'], ['SERPING1', 'HLA-DMA'], ['SERPING1', 'HLA-DMB'], ['SERPING1', 'HLA-DRB5'], ['C1S', 'CTSK'], ['C1S', 'FN1'], ['C3AR1', 'HLA-DRA'], ['C3AR1', 'HLA-DRB5'], ['C3AR1', 'PLA2G7'], ['CTSK', 'FN1'], ['HLA-DMA', 'HLA-DMB'], ['HLA-DMA', 'HLA-DRA'], ['HLA-DMA', 'HLA-DRB5'], ['HLA-DMB', 'HLA-DRA'], ['HLA-DMB', 'HLA-DRB5'], ['HLA-DRA', 'HLA-DRB5']]
